Ref,Project name,Country,Date online,Decomission date,Status,Technology,Technology_details,Technology_electricity,Technology_electricity_details,Product,EndUse_Refining,EndUse_Ammonia,EndUse_Methanol,EndUse_Iron&Steel,EndUse_Other Ind,EndUse_Mobility,EndUse_Power,EndUse_Grid inj.,EndUse_CHP,EndUse_Domestic heat,EndUse_Biofuels,EndUse_Synfuels,EndUse_CH4 grid inj.,EndUse_CH4 mobility,Announced Size,Capacity_MWel,Capacity_Nm³ H₂/h,Capacity_kt H2/y,IEA zero-carbon estimated normalized capacity [Nm³ H₂/hour],Location
1172,Ecopetrol Green Hydrogen Pilot ,COL,2022.0,,DEMO,PEM,,Dedicated renewable,Solar PV,H2,,,,,1.0,,,,,,,,,,50kW,0.05,10.0,0.0,10.0,"Mamonal, Provincia de Cartagena, Bolívar"
1178,TA’ZIZ blue ammonia,ARE,2030.0,,Feasibility study,NG w CCUS,Unknown technology,,,Ammonia,,1.0,,,,,,,,,,,,,1000 kt NH3/y,,230968.0,180.1,0.0,Abu Dahbi
1182,"Camden County (GA), green power plant",USA,2024.0,,Operational,PEM,,Grid,,H2,,,,,,1.0,,,,,,,,,40 Mwel -15 t H2/d production,40.0,7692.0,6.0,7692.0,"Camden County,Georgia, USA"
1184,Sealhyfe,FRA,2023.0,2023.0,DEMO,PEM,,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,"1MW, 400 kg H2/d",1.0,192.0,0.1,192.0,"Le Croisic, Loire-Atlantique, Pays de la Loire, France"
1185,Rajasthan pilot plant,IND,2021.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,Ammonia,,1.0,,,,,,,,,,,,,5t NH3/day - 2.1MW,2.1,467.0,0.4,467.0,Random location in Rajasthan
1187,Hofors rolling project,SWE,2023.0,,Operational,ALK,,Grid,,H2,,,,1.0,,,,,,,,,,,17MW,17.0,3696.0,2.9,3696.0,Ovako Hofors  plant
1188,Hyrasia one,KAZ,2032.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,20GW,20000.0,4444444.0,3465.1,4444444.0,Karakiya district 
1190,"Green Hydrogen Oman (GEO), phase 2 (former Oman-Al Wusta green H2 project)",OMN,2038.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,,,,,,,,,,,,,,14GW,9333.0,2074000.0,1617.0,2074000.0,Al Wusta
1191,AquaVentus (completion),DEU,2035.0,,Concept,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,10GW,5000.0,1111111.0,866.3,1111111.0,Heligoland
1196,Delicias Solar,MEX,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,35MW,35.0,7778.0,6.1,7778.0,Guanajuato
1199,"Mexican Green Hydrogen Hub, phase 1",MEX,2028.0,,Feasibility study,PEM,,Dedicated renewable,Solar PV,Ammonia,,1.0,,,,,,,,,,,,,1 Mt urea/y capacity,680.6,130882.0,102.0,130882.0,Durango
1202,GREEN H2 Langosteira,ESP,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,1 MW,1.0,222.0,0.2,222.0,Finisterre
1218,Veolia wastewater sludge plant,FRA,2024.0,,Operational,Biomass,Waste gasification,,,H2,,,,,,1.0,,,,,,,,,,,,,0.0,
1221,Bay.H2 Project - Bayern Oil Refinery,DEU,2027.0,,Feasibility study,PEM,,Grid,,H2,1.0,,,,,,,,,,,,,,120MW,120.0,23077.0,18.0,23077.0,Neustadt
1222,Enid fertiliser,USA,1982.0,,Operational,NG w CCUS,SMR+CCUS,,,Ammonia,,1.0,,,,,,,,,,,,,0.68 Mt CO2/y,,,,85256.0,Enid
1223,Ervia CCS - Irving refinery,IRL,2030.0,,Feasibility study,NG w CCUS,Unknown technology,,,H2,1.0,,,,,,,,,,,,,,2.5 Mt CO2/y,,,,313441.0,Irving refinery
1227,Sinopec Zhongyuan Oilfield EOR,CHN,2015.0,2020.0,Decommisioned,Coal w CCUS,,,,H2,1.0,,,,,,,,,,,,,,100kt CO2/y,,,,5985.0,"Puyang, Henan province"
1228,Changqing Oil Field EOR,CHN,2015.0,,Operational,Coal w CCUS,,,,MeOH,,,1.0,,,,,,,,,,,,50kt CO2/y,,,,2992.0,
1229,Fortescue Future Industries - Port of Pecem  (Phase I and II),BRA,2027.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,Ammonia,,1.0,,,,,,,,,,,,,174.3 kt H2/y ,1006.0,223565.0,174.3,223565.0,Port of Pecem/Ceará State
1230,Marítimo Dragão - Qair,BRA,2028.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,296 kt H2/y,1708.480837,379662.0,296.0,379662.0,Port of Pecem/Ceará State
1234,KIMA - Aswan electrolyser,EGY,2000.0,2019.0,Decommisioned,ALK,,Dedicated renewable,Hydropower,Ammonia,,1.0,,,,,,,,,,,,,165MW,,,,0.0,Aswan
1235,Zimbabwe NH3 plant,ZWE,1975.0,2015.0,Decommisioned,ALK,,Other/Unknown,,Ammonia,,1.0,,,,,,,,,,,,,100MW,,,,0.0,
1240,3 x 1250 kW projects in USA,USA,2000.0,,Operational,PEM,,Other/Unknown,,H2,,,,,,,,,,,,,,,3 x 1250kw,3.75,721.0,0.6,721.0,
1241,1 x 500 kW projects in USA,USA,2000.0,,Operational,PEM,,Other/Unknown,,H2,,,,,,,,,,,,,,,500kw,0.5,96.0,0.1,96.0,
1243,18x180 kW projects in USA,USA,2000.0,,Operational,PEM,,Other/Unknown,,H2,,,,,,,,,,,,,,,18x180kw,3.24,623.0,0.5,623.0,
1245,12 x 120 kW projects in USA,USA,2000.0,,Operational,PEM,,Other/Unknown,,H2,,,,,,,,,,,,,,,12x120kw,1.44,277.0,0.2,277.0,
1247,"Frontier Energy, H2@Scale - gasification",USA,2020.0,2023.0,DEMO,Biomass,Various,,,H2,,,,,,1.0,1.0,,,,,,,,75kg H2/d,,35.0,0.0,35.0,
1248,Iberdrola-Foresa Green Methanol (phase 1),ESP,2027.0,,Feasibility study,PEM,,Dedicated renewable,Onshore wind,MeOH,,,1.0,,,,,,,,,,,,5MW,5.0,962.0,0.7,962.0,Foresa plant in Caldas de Reis (Galicia)
1249,Iberdrola-Foresa Green Methanol (phase 2),ESP,2027.0,,Feasibility study,Other Electrolysis,"Hybridization between PEM, ALK y SOEC",Dedicated renewable,Onshore wind,MeOH,,,1.0,,,,,,,,,,,,150MW,150.0,33333.0,26.0,33333.0,Foresa/FINSA plant in Galicia (Begonte)
1254,APA Renewable Methane Demonstration Project,AUS,2023.0,,DEMO,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,CH4,,,,,,,,,,,,,1.0,,0.005MW,0.005,1.0,0.0,1.0,
1256,Bundaberg Hydrogen Hub,AUS,2028.0,,Feasibility study,PEM,,Dedicated renewable,Solar PV,H2,,,,,,1.0,,,,,,,,,80MW,80.0,15385.0,12.0,15385.0,Bundaberg
1258,Christmas Creek Renewable Hydrogen Mobility Project,AUS,2024.0,,Operational,PEM,,Dedicated renewable,Solar PV,H2,,,,,,1.0,,,,,,,,,two 0.7MW,1.4,269.0,0.21,269.0,"Christmas Creek, Pilbara"
1259,ABEL Energy Bell Bay Powerfuels Project - phase 1,AUS,2028.0,,Feasibility study,ALK,,Dedicated renewable,Onshore wind,MeOH,,,1.0,,,,,,,,,,,,260 MW - 300kt MeOH/y production,260.0,56522.0,44.1,56522.0,Bell Bay
1261,Melbourne Hydrogen Hub,AUS,2026.0,,Feasibility study,PEM,,Dedicated renewable,Others/Various,H2,,,,,,1.0,,1.0,,,,,,,10MW,10.0,1923.0,1.5,1923.0,Melbourne
1262,Portland Renewable Hydrogen Project,AUS,2029.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,,,,1.0,,,,,,,50MW,50.0,11111.0,8.7,11111.0,Port of Portland
1263,Swinburne University of Technology Victorian Hydrogen Hub – CSIRO Hydrogen Refuelling Station,AUS,2023.0,,Operational,Other Electrolysis,Unknown PtX,Grid,,H2,,,,,,1.0,,,,,,,,,20 kg H2/d,0.0,9.0,0.0,9.0,Melbourne
1265,"Konin Power Plant, phase 2 - ZE PAK",POL,2026.0,,Concept,PEM,,Dedicated renewable,Others/Various,H2,,,,,,1.0,,,,,,,,,5MW,2.5,481.0,0.4,481.0,Konin Power Plant
1266,"Konin Power Plant, phase 3",POL,2030.0,,Feasibility study,PEM,,Dedicated renewable,Others/Various,H2,,,,,,1.0,,,,,,,,,50MW,45.0,8654.0,6.7,8654.0,Konin Power Plant
1269,H2Mare,DEU,2026.0,,FID/Construction,PEM,,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,14MW,14.0,2692.0,2.1,2692.0,Random location in the coast of Germany
1272,Freienbach plant,CHE,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Grid,,H2,,,,,,1.0,,,,,,,,,10MW,10.0,2222.0,1.7,2222.0,Freienbach
1273,"Trailblazer - Siemens-Air Liquide Oberhausen, Phase 1",DEU,2024.0,,Operational,PEM,,Dedicated renewable,Unknown,H2,,,,1.0,1.0,1.0,,,,,,,,,20MW,20.0,3846.0,3.0,3846.0,Oberhausen
1274,"Trailblazer - Siemens-Air Liquide Oberhausen, Phase 2",DEU,2026.0,,Feasibility study,PEM,,Dedicated renewable,Unknown,H2,,,,1.0,1.0,1.0,,,,,,,,,30MW,10.0,1923.0,1.5,1923.0,Oberhausen
1275,Trafford Low Carbon Energy Park - phase 1,GBR,2026.0,,FID/Construction,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,H2,,,,,1.0,1.0,,,,,,,,,10.5MW,10.5,2333.0,1.8,2333.0,"Carrington, UK"
1276,Hidrógeno Verde Bahía Quintero,CHL,2026.0,,Feasibility study,ALK,,Grid,,H2,,,,,1.0,1.0,,1.0,,,,,,,10MW,10.0,2174.0,1.7,2174.0,Random location in Valparaiso
1277,Wintershall Dea - VNG Turquoise H2 project,DEU,2023.0,,DEMO,Other,Methane pyrolysis,,,H2,,,,,,,,,,,,,,,400kg H2/d,,187.0,0.1,187.0,
1281,Yarwun alumina refinery,AUS,2025.0,,FID/Construction,PEM,,Dedicated renewable,Solar PV,H2,,,,,1.0,,,,,,,,,,2.5MW,2.5,481.0,0.4,481.0,Yarwun alumina refinery
1282,Hydrogen Generation Unit  - H2V Las Tortolas,CHL,2021.0,,Operational,PEM,,Dedicated renewable,Solar PV,H2,,,,,,1.0,,,,,,,,,2kg H2/d,0.0,1.0,0.0,1.0,Colina
1288,Energy-Norweigian Catapult Centre,NOR,2023.0,,Operational,ALK,,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,0.9MW,0.9,196.0,0.2,196.0,
1292,Cromarty Green Hydrogen Facility,GBR,2026.0,,Feasibility study,PEM,,Grid+Renewables,Onshore wind,H2,,,,,1.0,,,,,,,,,,15MW,15.0,2885.0,2.2,2885.0,Beinn Tharsuinn wind farm
1293,North Dakota Hydrogen Hub (former Great Plains Synfuel Plant),USA,2028.0,,Feasibility study,NG w CCUS,ATR+CCUS,,,H2,,,,,,,,,,,,,,,310000t H2/y,,397619.0,310.0,0.0,"Beulah, North Dakota"
1294,Octopus Hydrogen - MIRA Technology Park,GBR,2024.0,,Operational,ALK,,Dedicated renewable,Unknown,H2,,,,,,1.0,,,,,,,,,0.9MW,0.9,196.0,0.2,196.0,MIRA Technology Park
1299,"H2 Valcamonica,",ITA,2026.0,,Feasibility study,Other Electrolysis,Unknown PtX,Other/Unknown,,H2,,,,,1.0,1.0,,,,,,,,,6MW,6.0,1333.0,1.0,1333.0,Valcamonica
1300,H2 Évora - GreenGas I,PRT,2022.0,,DEMO,PEM,,Dedicated renewable,Solar PV,H2,,,,,,,,,,,,,,,15t H2/y,0.1,19.0,0.0,19.0,Evora
1301,H2 Évora - GreenGas II,PRT,2023.0,,Operational,PEM,,Dedicated renewable,Solar PV,H2,,,,,,,,1.0,,,,,,,60t H2/y,0.3,58.0,0.0,58.0,Evora
1309,Votalia - Taqa Arabia -phase 1,EGY,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Others/Various,Ammonia,,1.0,,,,,,,,,,,,,500MW,500.0,111111.0,86.6,111111.0,Ain Sokhna port
1311,Tokyo Sewage-to-H2 plant,JPN,2021.0,,Operational,Biomass,Waste gasification,,,H2,,,,,,1.0,,,,,,,,,40-50 kg H2/d,,21.0,0.0,21.0,Tokyo
1314,Heroya Industrial Park,NOR,2022.0,,Operational,ALK,,Dedicated renewable,Unknown,H2,,,,,,,,,,,,,,,5.5 MW or 1100 Nm3 H2/hour,5.5,1196.0,0.9,1196.0,Heroya Industrial Park
1315,H2 Energy Europe Esbjerg green hydrogen,DNK,2028.0,,Feasibility study,PEM,,Dedicated renewable,Offshore wind,H2,,,,,1.0,1.0,,,,,,,,,1GW,1000.0,192308.0,149.9,192308.0,Esbjerg
1319,Prax Lindsey Oil Refinery Phase 1,GBR,2028.0,,Feasibility study,NG w CCUS,Unknown technology,,,H2,1.0,,,,,,,,,,,,,,0.55Mt CO2/y,,,,68957.0,Lindsey refinery
1321,H2GN - Power-to-gas Coquimbo,CHL,2023.0,,Operational,Other Electrolysis,Unknown PtX,Dedicated renewable,Solar PV,H2,,,,,,,,1.0,,,,,,,150kW,0.15,33.0,0.0,33.0,Coquimbo
1323,Shell heavy residue gasification CCUS - Pernis refinery ,NLD,2026.0,,FID/Construction,Oil w CCUS,Heavy oil residue gasification+CCUS,,,H2,1.0,,,,,,,,,,,,,,1000000t CO2/y - 100 kt/y,,128264.0,100.0,59845.0,Pernis refinery 
1326,Gonfreville Raffinerie,FRA,2030.0,,Feasibility study,NG w CCUS,Unknown Technology,,,H2,1.0,,,,,,,,,,,,,,255 tH2/d - 500 ktCO2/y by 2030,,119382.0,93.1,62688.0,"Total refinery in Normandy (Gonfreville, Seine-Maritime, Normandie, France)"
1328,Vlissingen - VoltH2 - phase II,NLD,2030.0,,Feasibility study,Other Electrolysis,Unknown PtX,Dedicated renewable,Offshore wind,H2,,,,,,,,,,,,,,,100MW,75.0,16667.0,13.0,16667.0,Vlissingen
